AT (C),BEN (ug/m3),BP (mBar),BP (mmHG),CH4 (ppm),CO (ppm),Date,Eth (ug/m3),H2S (ppb),NO (ppb),NO2 (ppb),NO2 (ppm),NOX (ppb),NOx (ppb),NRAD (w/m2),O3 (ppb),PM10 (ug/m3),PM2.5 (ug/m3),RAIN (m/s),RAIN (mm),RH (%),Rain (mm),SD (Degree),SD (w/m2),SO2 (ppb),SOLAR (w/m2),SRAD (w/m2),ST (ppb),TEMP (C),TEMP (Degree),THC (ppm),THCNM (ppm),TNMHC (ppm),TOL (ug/m3),Temp (C),WD (Degree),WD_S (Degree),WS (m/s),WS_S (m/s),mpXy (ug/m3),oXyl (ug/m3),station
,,,755.52,,0.76,2019-01-04 01:00:00,,,-,-,,-,,-14.48,1,61,,,0.00,59.27,,59.12,,1,,0.00,,25.76,,,,,,,356.21,,0.16,,,,02t
,,,755.11,,0.59,2019-01-04 02:00:00,,,-,-,,-,,-15.76,1,51,,,0.00,58.88,,31.28,,1,,-0.11,,25.67,,,,,,,32.98,,0.53,,,,02t
,,,755.11,,0.59,2019-01-04 02:00:00,,,-,-,,-,,-15.76,1,51,,,0.00,58.88,,31.28,,1,,-0.11,,25.67,,,,,,,32.98,,0.53,,,,02t
,,,754.48,,0.49,2019-01-04 03:00:00,,,-,-,,-,,-16.22,5,54,,,0.00,58.21,,40.38,,1,,-0.19,,25.56,,,,,,,43.33,,0.44,,,,02t
,,,754.48,,0.49,2019-01-04 03:00:00,,,-,-,,-,,-16.22,5,54,,,0.00,58.21,,40.38,,1,,-0.19,,25.56,,,,,,,43.33,,0.44,,,,02t
,,,754.44,,0.50,2019-01-04 04:00:00,,,-,-,,-,,-16.28,5,46,,,0.00,56.83,,39.70,,1,,-0.41,,25.57,,,,,,,30.30,,0.41,,,,02t
,,,754.44,,0.50,2019-01-04 04:00:00,,,-,-,,-,,-16.28,5,46,,,0.00,56.83,,39.70,,1,,-0.41,,25.57,,,,,,,30.30,,0.41,,,,02t
,,,754.61,,0.55,2019-01-04 05:00:00,,,-,-,,-,,-18.21,2,40,,,0.00,58.81,,35.81,,1,,-0.47,,25.32,,,,,,,16.25,,0.23,,,,02t
,,,754.61,,0.55,2019-01-04 05:00:00,,,-,-,,-,,-18.21,2,40,,,0.00,58.81,,35.81,,1,,-0.47,,25.32,,,,,,,16.25,,0.23,,,,02t
,,,755.08,,0.89,2019-01-04 06:00:00,,,-,-,,-,,-16.41,1,44,,,0.00,60.93,,29.37,,1,,0.92,,25.07,,,,,,,332.77,,0.28,,,,02t
,,,755.08,,0.89,2019-01-04 06:00:00,,,-,-,,-,,-16.41,1,44,,,0.00,60.93,,29.37,,1,,0.92,,25.07,,,,,,,332.77,,0.28,,,,02t
,,,756.21,,1.00,2019-01-04 07:00:00,,,-,-,,-,,11.82,1,52,,,0.00,59.93,,36.80,,1,,33.15,,25.17,,,,,,,2.32,,0.59,,,,02t
,,,756.21,,1.00,2019-01-04 07:00:00,,,-,-,,-,,11.82,1,52,,,0.00,59.93,,36.80,,1,,33.15,,25.17,,,,,,,2.32,,0.59,,,,02t
,,,757.16,,0.78,2019-01-04 08:00:00,,,-,-,,-,,68.86,2,53,,,0.00,58.13,,28.20,,1,,96.38,,25.69,,,,,,,32.59,,0.67,,,,02t
,,,757.16,,0.78,2019-01-04 08:00:00,,,-,-,,-,,68.86,2,53,,,0.00,58.13,,28.20,,1,,96.38,,25.69,,,,,,,32.59,,0.67,,,,02t
,,,757.54,,0.65,2019-01-04 09:00:00,,,-,-,,-,,94.48,3,48,,,0.00,55.23,,31.60,,1,,129.50,,26.50,,,,,,,20.51,,1.22,,,,02t
,,,757.54,,0.65,2019-01-04 09:00:00,,,-,-,,-,,94.48,3,48,,,0.00,55.23,,31.60,,1,,129.50,,26.50,,,,,,,20.51,,1.22,,,,02t
,,,757.43,,0.45,2019-01-04 10:00:00,,,-,-,,-,,172.35,7,44,,,0.00,51.64,,34.92,,1,,212.28,,27.50,,,,,,,34.56,,1.34,,,,02t
,,,757.43,,0.45,2019-01-04 10:00:00,,,-,-,,-,,172.35,7,44,,,0.00,51.64,,34.92,,1,,212.28,,27.50,,,,,,,34.56,,1.34,,,,02t
,,,757.03,,0.33,2019-01-04 11:00:00,,,-,-,,-,,247.29,13,52,,,0.00,50.04,,30.43,,1,,305.07,,28.35,,,,,,,9.69,,1.92,,,,02t
,,,757.03,,0.33,2019-01-04 11:00:00,,,-,-,,-,,247.29,13,52,,,0.00,50.04,,30.43,,1,,305.07,,28.35,,,,,,,9.69,,1.92,,,,02t
,,,756.12,,0.30,2019-01-04 12:00:00,,,-,-,,-,,284.11,19,43,,,0.00,47.66,,33.52,,1,,350.30,,29.18,,,,,,,14.44,,1.97,,,,02t
,,,756.12,,0.30,2019-01-04 12:00:00,,,-,-,,-,,284.11,19,43,,,0.00,47.66,,33.52,,1,,350.30,,29.18,,,,,,,14.44,,1.97,,,,02t
,,,754.98,,0.29,2019-01-04 13:00:00,,,-,-,,-,,165.23,29,52,,,0.00,49.41,,31.96,,1,,222.68,,29.00,,,,,,,14.46,,2.00,,,,02t
,,,754.98,,0.29,2019-01-04 13:00:00,,,-,-,,-,,165.23,29,52,,,0.00,49.41,,31.96,,1,,222.68,,29.00,,,,,,,14.46,,2.00,,,,02t
,,,754.34,,0.31,2019-01-04 14:00:00,,,-,-,,-,,109.16,28,50,,,0.00,52.23,,35.79,,1,,155.03,,28.61,,,,,,,10.30,,1.96,,,,02t
,,,754.34,,0.31,2019-01-04 14:00:00,,,-,-,,-,,109.16,28,50,,,0.00,52.23,,35.79,,1,,155.03,,28.61,,,,,,,10.30,,1.96,,,,02t
,,,754.09,,0.43,2019-01-04 15:00:00,,,-,-,,-,,54.86,28,57,,,0.00,55.55,,32.78,,1,,87.34,,27.86,,,,,,,16.67,,1.63,,,,02t
,,,754.09,,0.43,2019-01-04 15:00:00,,,-,-,,-,,54.86,28,57,,,0.00,55.55,,32.78,,1,,87.34,,27.86,,,,,,,16.67,,1.63,,,,02t
,,,754.06,,0.59,2019-01-04 16:00:00,,,-,-,,-,,26.39,23,55,,,0.00,56.45,,32.51,,1,,52.27,,27.57,,,,,,,19.88,,1.62,,,,02t
,,,754.06,,0.59,2019-01-04 16:00:00,,,-,-,,-,,26.39,23,55,,,0.00,56.45,,32.51,,1,,52.27,,27.57,,,,,,,19.88,,1.62,,,,02t
,,,754.32,,-,2019-01-04 17:00:00,,,-,-,,-,,-6.01,17,60,,,0.00,56.92,,33.95,,-,,13.09,,27.27,,,,,,,27.76,,1.16,,,,02t
,,,754.32,,-,2019-01-04 17:00:00,,,-,-,,-,,-6.01,17,60,,,0.00,56.92,,33.95,,-,,13.09,,27.27,,,,,,,27.76,,1.16,,,,02t
,,,754.83,,0.73,2019-01-04 18:00:00,,,-,-,,-,,-17.47,-,50,,,0.00,57.53,,29.38,,0,,-0.36,,27.08,,,,,,,31.34,,1.07,,,,02t
,,,754.83,,0.73,2019-01-04 18:00:00,,,-,-,,-,,-17.47,-,50,,,0.00,57.53,,29.38,,0,,-0.36,,27.08,,,,,,,31.34,,1.07,,,,02t
,,,755.64,,0.85,2019-01-04 19:00:00,,,-,-,,-,,-17.32,6,51,,,0.00,59.10,,26.65,,1,,-0.23,,26.91,,,,,,,24.23,,0.64,,,,02t
,,,755.64,,0.85,2019-01-04 19:00:00,,,-,-,,-,,-17.32,6,51,,,0.00,59.10,,26.65,,1,,-0.23,,26.91,,,,,,,24.23,,0.64,,,,02t
,,,755.84,,0.92,2019-01-04 20:00:00,,,-,-,,-,,-15.72,2,67,,,0.00,59.36,,31.21,,1,,0.07,,26.84,,,,,,,35.16,,0.55,,,,02t
,,,755.84,,0.92,2019-01-04 20:00:00,,,-,-,,-,,-15.72,2,67,,,0.00,59.36,,31.21,,1,,0.07,,26.84,,,,,,,35.16,,0.55,,,,02t
,,,755.51,,0.82,2019-01-04 21:00:00,,,-,-,,-,,-15.38,1,66,,,0.00,58.18,,29.54,,1,,0.11,,26.90,,,,,,,40.07,,0.79,,,,02t
,,,755.51,,0.82,2019-01-04 21:00:00,,,-,-,,-,,-15.38,1,66,,,0.00,58.18,,29.54,,1,,0.11,,26.90,,,,,,,40.07,,0.79,,,,02t
,,,755.47,,0.65,2019-01-04 22:00:00,,,-,-,,-,,-16.03,3,62,,,0.00,55.15,,41.78,,1,,0.02,,27.14,,,,,,,53.94,,0.96,,,,02t
,,,755.47,,0.65,2019-01-04 22:00:00,,,-,-,,-,,-16.03,3,62,,,0.00,55.15,,41.78,,1,,0.02,,27.14,,,,,,,53.94,,0.96,,,,02t
,,,755.32,,0.57,2019-01-04 23:00:00,,,-,-,,-,,-15.73,11,46,,,0.00,53.53,,43.34,,1,,-0.08,,27.29,,,,,,,64.24,,0.62,,,,02t
,,,755.32,,0.57,2019-01-04 23:00:00,,,-,-,,-,,-15.73,11,46,,,0.00,53.53,,43.34,,1,,-0.08,,27.29,,,,,,,64.24,,0.62,,,,02t
,,,755.04,,0.71,2019-01-05 00:00:00,,,-,-,,-,,-15.73,14,48,,,0.00,54.13,,39.97,,1,,0.22,,27.14,,,,,,,48.79,,0.69,,,,02t
,,,755.04,,0.71,2019-01-05 00:00:00,,,-,-,,-,,-15.73,14,48,,,0.00,54.13,,39.97,,1,,0.22,,27.14,,,,,,,48.79,,0.69,,,,02t
,,,754.50,,0.76,2019-01-05 01:00:00,,,-,-,,-,,-16.49,12,49,,,0.00,54.99,,47.26,,1,,0.01,,26.87,,,,,,,58.33,,0.83,,,,02t
,,,754.50,,0.76,2019-01-05 01:00:00,,,-,-,,-,,-16.49,12,49,,,0.00,54.99,,47.26,,1,,0.01,,26.87,,,,,,,58.33,,0.83,,,,02t
,,,754.14,,0.78,2019-01-05 02:00:00,,,-,-,,-,,-16.32,10,49,,,0.00,55.80,,38.77,,1,,0.13,,26.67,,,,,,,51.76,,0.89,,,,02t
,,,754.14,,0.78,2019-01-05 02:00:00,,,-,-,,-,,-16.32,10,49,,,0.00,55.80,,38.77,,1,,0.13,,26.67,,,,,,,51.76,,0.89,,,,02t
,,,754.03,,0.81,2019-01-05 03:00:00,,,-,-,,-,,-16.29,10,59,,,0.00,56.38,,40.66,,1,,0.22,,26.51,,,,,,,63.72,,0.63,,,,02t
,,,754.03,,0.81,2019-01-05 03:00:00,,,-,-,,-,,-16.29,10,59,,,0.00,56.38,,40.66,,1,,0.22,,26.51,,,,,,,63.72,,0.63,,,,02t
,,,753.82,,0.84,2019-01-05 04:00:00,,,-,-,,-,,-15.85,8,52,,,0.00,57.05,,50.69,,1,,-0.55,,26.39,,,,,,,66.92,,0.42,,,,02t
,,,753.82,,0.84,2019-01-05 04:00:00,,,-,-,,-,,-15.85,8,52,,,0.00,57.05,,50.69,,1,,-0.55,,26.39,,,,,,,66.92,,0.42,,,,02t
,,,753.98,,0.89,2019-01-05 05:00:00,,,-,-,,-,,-10.82,5,52,,,0.00,57.50,,56.41,,1,,-0.10,,26.46,,,,,,,77.16,,0.30,,,,02t
,,,753.98,,0.89,2019-01-05 05:00:00,,,-,-,,-,,-10.82,5,52,,,0.00,57.50,,56.41,,1,,-0.10,,26.46,,,,,,,77.16,,0.30,,,,02t
,,,754.39,,0.99,2019-01-05 06:00:00,,,-,-,,-,,-10.38,3,45,,,0.00,56.92,,49.97,,1,,0.26,,26.67,,,,,,,68.32,,0.53,,,,02t
,,,754.39,,0.99,2019-01-05 06:00:00,,,-,-,,-,,-10.38,3,45,,,0.00,56.92,,49.97,,1,,0.26,,26.67,,,,,,,68.32,,0.53,,,,02t
,,,755.21,,1.08,2019-01-05 07:00:00,,,-,-,,-,,-5.31,2,45,,,0.00,57.28,,41.28,,1,,5.57,,26.74,,,,,,,57.87,,0.41,,,,02t
,,,755.21,,1.08,2019-01-05 07:00:00,,,-,-,,-,,-5.31,2,45,,,0.00,57.28,,41.28,,1,,5.57,,26.74,,,,,,,57.87,,0.41,,,,02t
,,,755.93,,1.29,2019-01-05 08:00:00,,,-,-,,-,,-7.45,1,41,,,0.00,59.41,,55.12,,1,,6.02,,26.68,,,,,,,71.01,,0.19,,,,02t
,,,755.93,,1.29,2019-01-05 08:00:00,,,-,-,,-,,-7.45,1,41,,,0.00,59.41,,55.12,,1,,6.02,,26.68,,,,,,,71.01,,0.19,,,,02t
,,,756.52,,1.52,2019-01-05 09:00:00,,,-,-,,-,,-1.32,1,43,,,0.00,64.16,,51.75,,1,,10.86,,26.04,,,,,,,64.16,,0.30,,,,02t
,,,756.52,,1.52,2019-01-05 09:00:00,,,-,-,,-,,-1.32,1,43,,,0.00,64.16,,51.75,,1,,10.86,,26.04,,,,,,,64.16,,0.30,,,,02t
,,,756.39,,1.46,2019-01-05 10:00:00,,,-,-,,-,,4.67,1,54,,,0.00,62.06,,63.16,,2,,14.40,,26.31,,,,,,,67.40,,0.12,,,,02t
,,,756.39,,1.46,2019-01-05 10:00:00,,,-,-,,-,,4.67,1,54,,,0.00,62.06,,63.16,,2,,14.40,,26.31,,,,,,,67.40,,0.12,,,,02t
,,,755.80,,1.20,2019-01-05 11:00:00,,,-,-,,-,,79.05,1,59,,,0.00,58.91,,54.25,,1,,109.99,,27.02,,,,,,,76.09,,0.54,,,,02t
,,,755.80,,1.20,2019-01-05 11:00:00,,,-,-,,-,,79.05,1,59,,,0.00,58.91,,54.25,,1,,109.99,,27.02,,,,,,,76.09,,0.54,,,,02t
,,,755.09,,1.01,2019-01-05 12:00:00,,,-,-,,-,,127.14,3,58,,,0.00,56.34,,43.89,,2,,170.99,,27.94,,,,,,,67.17,,0.71,,,,02t
,,,755.09,,1.01,2019-01-05 12:00:00,,,-,-,,-,,127.14,3,58,,,0.00,56.34,,43.89,,2,,170.99,,27.94,,,,,,,67.17,,0.71,,,,02t
,,,754.22,,0.84,2019-01-05 13:00:00,,,-,-,,-,,97.51,7,49,,,0.00,56.00,,40.07,,2,,130.20,,28.38,,,,,,,39.39,,0.85,,,,02t
,,,754.22,,0.84,2019-01-05 13:00:00,,,-,-,,-,,97.51,7,49,,,0.00,56.00,,40.07,,2,,130.20,,28.38,,,,,,,39.39,,0.85,,,,02t
,,,753.71,,0.74,2019-01-05 14:00:00,,,-,-,,-,,56.10,12,45,,,0.00,57.26,,38.06,,1,,79.73,,28.34,,,,,,,45.88,,1.13,,,,02t
,,,753.71,,0.74,2019-01-05 14:00:00,,,-,-,,-,,56.10,12,45,,,0.00,57.26,,38.06,,1,,79.73,,28.34,,,,,,,45.88,,1.13,,,,02t
,,,753.67,,0.86,2019-01-05 15:00:00,,,-,-,,-,,27.20,7,52,,,0.00,59.08,,34.91,,1,,46.04,,27.96,,,,,,,8.73,,1.09,,,,02t
,,,753.67,,0.86,2019-01-05 15:00:00,,,-,-,,-,,27.20,7,52,,,0.00,59.08,,34.91,,1,,46.04,,27.96,,,,,,,8.73,,1.09,,,,02t
,,,753.70,,-,2019-01-05 16:00:00,,,-,-,,-,,21.05,4,68,,,0.00,58.85,,31.56,,-,,39.66,,27.82,,,,,,,32.97,,0.87,,,,02t
,,,753.70,,-,2019-01-05 16:00:00,,,-,-,,-,,21.05,4,68,,,0.00,58.85,,31.56,,-,,39.66,,27.82,,,,,,,32.97,,0.87,,,,02t
,,,753.91,,1.02,2019-01-05 17:00:00,,,-,-,,-,,-4.00,-,56,,,0.00,60.24,,25.06,,1,,12.50,,27.65,,,,,,,27.44,,0.85,,,,02t
,,,753.91,,1.02,2019-01-05 17:00:00,,,-,-,,-,,-4.00,-,56,,,0.00,60.24,,25.06,,1,,12.50,,27.65,,,,,,,27.44,,0.85,,,,02t
,,,754.36,,1.15,2019-01-05 18:00:00,,,-,-,,-,,-13.80,3,69,,,0.00,62.89,,29.73,,1,,-0.09,,27.33,,,,,,,17.85,,0.65,,,,02t
,,,754.36,,1.15,2019-01-05 18:00:00,,,-,-,,-,,-13.80,3,69,,,0.00,62.89,,29.73,,1,,-0.09,,27.33,,,,,,,17.85,,0.65,,,,02t
,,,755.06,,1.29,2019-01-05 19:00:00,,,-,-,,-,,-12.62,4,79,,,0.00,65.81,,37.96,,1,,0.10,,27.16,,,,,,,348.87,,0.49,,,,02t
,,,755.06,,1.29,2019-01-05 19:00:00,,,-,-,,-,,-12.62,4,79,,,0.00,65.81,,37.96,,1,,0.10,,27.16,,,,,,,348.87,,0.49,,,,02t
,,,755.65,,1.25,2019-01-05 20:00:00,,,-,-,,-,,-11.07,6,104,,,0.00,67.82,,33.28,,1,,-0.40,,26.92,,,,,,,352.07,,0.47,,,,02t
,,,755.65,,1.25,2019-01-05 20:00:00,,,-,-,,-,,-11.07,6,104,,,0.00,67.82,,33.28,,1,,-0.40,,26.92,,,,,,,352.07,,0.47,,,,02t
,,,755.77,,1.37,2019-01-05 21:00:00,,,-,-,,-,,-11.63,7,103,,,0.00,68.30,,47.47,,1,,-0.19,,26.81,,,,,,,356.82,,0.28,,,,02t
,,,755.77,,1.37,2019-01-05 21:00:00,,,-,-,,-,,-11.63,7,103,,,0.00,68.30,,47.47,,1,,-0.19,,26.81,,,,,,,356.82,,0.28,,,,02t
,,,755.79,,1.48,2019-01-05 22:00:00,,,-,-,,-,,-13.09,2,148,,,0.00,67.88,,48.67,,1,,0.11,,26.81,,,,,,,308.70,,0.36,,,,02t
,,,755.79,,1.48,2019-01-05 22:00:00,,,-,-,,-,,-13.09,2,148,,,0.00,67.88,,48.67,,1,,0.11,,26.81,,,,,,,308.70,,0.36,,,,02t
,,,755.77,,1.41,2019-01-05 23:00:00,,,-,-,,-,,-14.39,2,113,,,0.00,69.83,,34.58,,1,,-0.08,,26.38,,,,,,,330.18,,0.25,,,,02t
,,,755.77,,1.41,2019-01-05 23:00:00,,,-,-,,-,,-14.39,2,113,,,0.00,69.83,,34.58,,1,,-0.08,,26.38,,,,,,,330.18,,0.25,,,,02t
,,,755.60,,1.02,2019-01-06 00:00:00,,,-,-,,-,,-14.58,2,116,,,0.00,70.90,,41.00,,1,,0.24,,26.14,,,,,,,280.90,,0.23,,,,02t
,,,755.60,,1.02,2019-01-06 00:00:00,,,-,-,,-,,-14.58,2,116,,,0.00,70.90,,41.00,,1,,0.24,,26.14,,,,,,,280.90,,0.23,,,,02t
,,,755.13,,0.94,2019-01-06 01:00:00,,,-,-,,-,,-15.22,2,107,,,0.60,75.66,,24.61,,2,,-0.27,,25.64,,,,,,,305.35,,0.26,,,,02t
,,,755.13,,0.94,2019-01-06 01:00:00,,,-,-,,-,,-15.22,2,107,,,0.60,75.66,,24.61,,2,,-0.27,,25.64,,,,,,,305.35,,0.26,,,,02t
,,,754.76,,0.94,2019-01-06 02:00:00,,,-,-,,-,,-14.35,1,122,,,0.00,78.65,,31.66,,2,,-0.48,,24.96,,,,,,,289.95,,0.24,,,,02t
,,,754.76,,0.94,2019-01-06 02:00:00,,,-,-,,-,,-14.35,1,122,,,0.00,78.65,,31.66,,2,,-0.48,,24.96,,,,,,,289.95,,0.24,,,,02t
,,,754.39,,0.96,2019-01-06 03:00:00,,,-,-,,-,,-13.79,2,112,,,0.00,80.08,,26.22,,1,,-0.43,,24.83,,,,,,,300.84,,0.26,,,,02t
,,,754.39,,0.96,2019-01-06 03:00:00,,,-,-,,-,,-13.79,2,112,,,0.00,80.08,,26.22,,1,,-0.43,,24.83,,,,,,,300.84,,0.26,,,,02t
,,,754.22,,0.91,2019-01-06 04:00:00,,,-,-,,-,,-14.55,1,118,,,0.00,80.52,,20.85,,2,,-0.32,,24.78,,,,,,,312.63,,0.27,,,,02t
,,,754.22,,0.91,2019-01-06 04:00:00,,,-,-,,-,,-14.55,1,118,,,0.00,80.52,,20.85,,2,,-0.32,,24.78,,,,,,,312.63,,0.27,,,,02t
,,,754.47,,0.88,2019-01-06 05:00:00,,,-,-,,-,,-14.90,1,100,,,0.00,80.48,,18.69,,2,,-0.44,,24.55,,,,,,,299.81,,0.34,,,,02t
,,,754.47,,0.88,2019-01-06 05:00:00,,,-,-,,-,,-14.90,1,100,,,0.00,80.48,,18.69,,2,,-0.44,,24.55,,,,,,,299.81,,0.34,,,,02t
,,,754.80,,0.87,2019-01-06 06:00:00,,,-,-,,-,,-11.33,1,96,,,0.20,80.91,,18.01,,2,,2.24,,24.41,,,,,,,297.08,,0.28,,,,02t
,,,754.80,,0.87,2019-01-06 06:00:00,,,-,-,,-,,-11.33,1,96,,,0.20,80.91,,18.01,,2,,2.24,,24.41,,,,,,,297.08,,0.28,,,,02t
,,,755.24,,0.92,2019-01-06 07:00:00,,,-,-,,-,,8.83,1,94,,,0.00,81.10,,20.36,,2,,26.89,,24.45,,,,,,,297.18,,0.45,,,,02t
,,,755.24,,0.92,2019-01-06 07:00:00,,,-,-,,-,,8.83,1,94,,,0.00,81.10,,20.36,,2,,26.89,,24.45,,,,,,,297.18,,0.45,,,,02t
,,,756.09,,1.02,2019-01-06 08:00:00,,,-,-,,-,,56.43,2,94,,,0.00,79.79,,27.76,,1,,80.95,,24.95,,,,,,,319.59,,0.47,,,,02t
,,,756.09,,1.02,2019-01-06 08:00:00,,,-,-,,-,,56.43,2,94,,,0.00,79.79,,27.76,,1,,80.95,,24.95,,,,,,,319.59,,0.47,,,,02t
,,,756.41,,0.93,2019-01-06 09:00:00,,,-,-,,-,,105.71,2,105,,,0.00,76.16,,24.34,,2,,128.08,,25.93,,,,,,,306.71,,0.63,,,,02t
,,,756.41,,0.93,2019-01-06 09:00:00,,,-,-,,-,,105.71,2,105,,,0.00,76.16,,24.34,,2,,128.08,,25.93,,,,,,,306.71,,0.63,,,,02t
,,,756.59,,0.70,2019-01-06 10:00:00,,,-,-,,-,,158.95,4,99,,,0.00,72.13,,23.57,,2,,190.98,,26.92,,,,,,,310.74,,0.67,,,,02t
,,,756.59,,0.70,2019-01-06 10:00:00,,,-,-,,-,,158.95,4,99,,,0.00,72.13,,23.57,,2,,190.98,,26.92,,,,,,,310.74,,0.67,,,,02t
,,,755.93,,0.68,2019-01-06 11:00:00,,,-,-,,-,,341.00,7,100,,,0.00,64.81,,50.64,,2,,388.90,,28.71,,,,,,,5.94,,0.60,,,,02t
,,,755.93,,0.68,2019-01-06 11:00:00,,,-,-,,-,,341.00,7,100,,,0.00,64.81,,50.64,,2,,388.90,,28.71,,,,,,,5.94,,0.60,,,,02t
,,,755.09,,0.71,2019-01-06 12:00:00,,,-,-,,-,,435.75,13,102,,,0.00,54.34,,51.32,,2,,502.89,,31.07,,,,,,,84.96,,0.76,,,,02t
,,,755.09,,0.71,2019-01-06 12:00:00,,,-,-,,-,,435.75,13,102,,,0.00,54.34,,51.32,,2,,502.89,,31.07,,,,,,,84.96,,0.76,,,,02t
,,,754.19,,0.29,2019-01-06 13:00:00,,,-,-,,-,,337.14,35,95,,,0.00,50.77,,59.59,,2,,403.36,,32.00,,,,,,,47.93,,0.50,,,,02t
,,,754.19,,0.29,2019-01-06 13:00:00,,,-,-,,-,,337.14,35,95,,,0.00,50.77,,59.59,,2,,403.36,,32.00,,,,,,,47.93,,0.50,,,,02t
,,,753.47,,0.20,2019-01-06 14:00:00,,,-,-,,-,,278.68,49,64,,,0.00,49.51,,54.57,,2,,342.51,,32.19,,,,,,,85.81,,0.33,,,,02t
,,,753.47,,0.20,2019-01-06 14:00:00,,,-,-,,-,,278.68,49,64,,,0.00,49.51,,54.57,,2,,342.51,,32.19,,,,,,,85.81,,0.33,,,,02t
,,,753.17,,-,2019-01-06 15:00:00,,,-,-,,-,,198.13,51,50,,,0.00,46.97,,51.53,,-,,248.76,,32.75,,,,,,,57.11,,0.54,,,,02t
,,,753.17,,-,2019-01-06 15:00:00,,,-,-,,-,,198.13,51,50,,,0.00,46.97,,51.53,,-,,248.76,,32.75,,,,,,,57.11,,0.54,,,,02t
,,,753.29,,0.36,2019-01-06 16:00:00,,,-,-,,-,,54.75,-,61,,,0.00,49.46,,59.02,,2,,83.63,,32.23,,,,,,,315.06,,0.42,,,,02t
,,,753.29,,0.36,2019-01-06 16:00:00,,,-,-,,-,,54.75,-,61,,,0.00,49.46,,59.02,,2,,83.63,,32.23,,,,,,,315.06,,0.42,,,,02t
,,,753.73,,0.42,2019-01-06 17:00:00,,,-,-,,-,,-5.26,42,78,,,0.00,57.36,,21.16,,2,,19.64,,30.96,,,,,,,296.96,,1.43,,,,02t
,,,753.73,,0.42,2019-01-06 17:00:00,,,-,-,,-,,-5.26,42,78,,,0.00,57.36,,21.16,,2,,19.64,,30.96,,,,,,,296.96,,1.43,,,,02t
,,,754.16,,0.72,2019-01-06 18:00:00,,,-,-,,-,,-23.79,35,95,,,0.00,61.40,,19.69,,2,,0.36,,29.94,,,,,,,297.62,,0.99,,,,02t
,,,754.16,,0.72,2019-01-06 18:00:00,,,-,-,,-,,-23.79,35,95,,,0.00,61.40,,19.69,,2,,0.36,,29.94,,,,,,,297.62,,0.99,,,,02t
,,,754.57,,0.84,2019-01-06 19:00:00,,,-,-,,-,,-24.35,24,100,,,0.00,64.05,,21.05,,2,,-0.01,,29.16,,,,,,,310.36,,0.43,,,,02t
,,,754.57,,0.84,2019-01-06 19:00:00,,,-,-,,-,,-24.35,24,100,,,0.00,64.05,,21.05,,2,,-0.01,,29.16,,,,,,,310.36,,0.43,,,,02t
,,,754.95,,0.81,2019-01-06 20:00:00,,,-,-,,-,,-24.18,18,98,,,0.00,65.92,,21.02,,2,,-0.11,,28.66,,,,,,,291.86,,0.29,,,,02t
,,,754.95,,0.81,2019-01-06 20:00:00,,,-,-,,-,,-24.18,18,98,,,0.00,65.92,,21.02,,2,,-0.11,,28.66,,,,,,,291.86,,0.29,,,,02t
,,,755.17,,0.96,2019-01-06 21:00:00,,,-,-,,-,,-23.30,7,106,,,0.00,67.89,,22.17,,2,,0.13,,28.21,,,,,,,288.36,,0.28,,,,02t
,,,755.17,,0.96,2019-01-06 21:00:00,,,-,-,,-,,-23.30,7,106,,,0.00,67.89,,22.17,,2,,0.13,,28.21,,,,,,,288.36,,0.28,,,,02t
,,,755.45,,0.92,2019-01-06 22:00:00,,,-,-,,-,,-21.85,2,100,,,0.00,68.77,,19.64,,1,,0.11,,27.91,,,,,,,274.78,,0.28,,,,02t
,,,755.45,,0.92,2019-01-06 22:00:00,,,-,-,,-,,-21.85,2,100,,,0.00,68.77,,19.64,,1,,0.11,,27.91,,,,,,,274.78,,0.28,,,,02t
,,,755.29,,0.76,2019-01-06 23:00:00,,,-,-,,-,,-23.46,5,93,,,0.00,69.15,,16.35,,1,,0.03,,27.54,,,,,,,289.28,,0.29,,,,02t
,,,755.29,,0.76,2019-01-06 23:00:00,,,-,-,,-,,-23.46,5,93,,,0.00,69.15,,16.35,,1,,0.03,,27.54,,,,,,,289.28,,0.29,,,,02t
,,,754.99,,0.83,2019-01-07 00:00:00,,,-,-,,-,,-25.15,5,90,,,0.00,69.28,,17.91,,1,,-0.32,,27.37,,,,,,,290.23,,0.29,,,,02t
,,,754.99,,0.83,2019-01-07 00:00:00,,,-,-,,-,,-25.15,5,90,,,0.00,69.28,,17.91,,1,,-0.32,,27.37,,,,,,,290.23,,0.29,,,,02t
,,,754.64,,0.87,2019-01-07 01:00:00,,,-,-,,-,,-25.93,6,85,,,0.00,71.01,,24.29,,1,,-0.04,,26.88,,,,,,,316.10,,0.27,,,,02t
,,,754.64,,0.87,2019-01-07 01:00:00,,,-,-,,-,,-25.93,6,85,,,0.00,71.01,,24.29,,1,,-0.04,,26.88,,,,,,,316.10,,0.27,,,,02t
,,,754.31,,0.90,2019-01-07 02:00:00,,,-,-,,-,,-24.93,6,95,,,0.00,72.43,,22.30,,1,,-0.04,,26.42,,,,,,,315.82,,0.28,,,,02t
,,,754.31,,0.90,2019-01-07 02:00:00,,,-,-,,-,,-24.93,6,95,,,0.00,72.43,,22.30,,1,,-0.04,,26.42,,,,,,,315.82,,0.28,,,,02t
