AT (C),BEN (ug/m3),BP (mBar),BP (mmHG),CH4 (ppm),CO (ppm),Date,Eth (ug/m3),H2S (ppb),NO (ppb),NO2 (ppb),NO2 (ppm),NOX (ppb),NOx (ppb),NRAD (w/m2),O3 (ppb),PM10 (ug/m3),PM2.5 (ug/m3),RAIN (m/s),RAIN (mm),RH (%),Rain (mm),SD (Degree),SD (w/m2),SO2 (ppb),SOLAR (w/m2),SRAD (w/m2),ST (ppb),TEMP (C),TEMP (Degree),THC (ppm),THCNM (ppm),TNMHC (ppm),TOL (ug/m3),Temp (C),WD (Degree),WD_S (Degree),WS (m/s),WS_S (m/s),mpXy (ug/m3),oXyl (ug/m3),station
,-,,762.42,-,0.94,2019-01-28 08:00:00,-,0.98,5,26,,31,,-,26,94,61,,0.00,48.69,,,-,0,,-,,26.23,,-,,-,-,,60.37,,2.17,,-,-,29t
,-,,762.85,-,0.71,2019-01-28 09:00:00,-,0.77,3,20,,22,,-,41,92,62,,0.00,40.27,,,-,0,,-,,29.01,,-,,-,-,,58.35,,2.38,,-,-,29t
,-,,762.26,-,0.55,2019-01-28 10:00:00,-,0.43,2,13,,15,,-,52,79,56,,0.00,34.38,,,-,0,,-,,31.18,,-,,-,-,,56.94,,2.70,,-,-,29t
,-,,761.42,-,0.52,2019-01-28 11:00:00,-,0.31,1,10,,11,,-,59,77,56,,0.00,31.21,,,-,0,,-,,32.65,,-,,-,-,,55.35,,2.65,,-,-,29t
,-,,760.29,-,0.53,2019-01-28 12:00:00,-,0.13,1,9,,10,,-,63,75,49,,0.00,28.97,,,-,0,,-,,33.59,,-,,-,-,,53.97,,2.17,,-,-,29t
,-,,759.02,-,-,2019-01-28 13:00:00,-,-,-,-,,-,,-,-,62,44,,0.00,28.89,,,-,-,,-,,33.50,,-,,-,-,,54.44,,1.82,,-,-,29t
,-,,758.08,-,0.51,2019-01-28 14:00:00,-,0.02,0,10,,10,,-,72,64,46,,0.00,29.95,,,-,0,,-,,33.02,,-,,-,-,,53.93,,1.74,,-,-,29t
,-,,757.75,-,0.50,2019-01-28 15:00:00,-,0.05,5,19,,24,,-,67,58,36,,0.00,41.35,,,-,9,,-,,31.95,,-,,-,-,,55.70,,2.50,,-,-,29t
,-,,758.14,-,0.54,2019-01-28 16:00:00,-,0.06,8,31,,39,,-,52,62,37,,0.00,46.51,,,-,12,,-,,30.34,,-,,-,-,,58.10,,2.95,,-,-,29t
,-,,758.78,-,0.67,2019-01-28 17:00:00,-,0.18,5,19,,25,,-,61,68,37,,0.00,52.18,,,-,0,,-,,29.23,,-,,-,-,,60.74,,2.51,,-,-,29t
,-,,759.64,-,0.94,2019-01-28 18:00:00,-,0.51,4,23,,27,,-,50,79,43,,0.00,59.69,,,-,0,,-,,27.97,,-,,-,-,,63.26,,1.23,,-,-,29t
,-,,760.27,-,1.05,2019-01-28 19:00:00,-,0.88,3,24,,27,,-,50,88,50,,0.00,63.62,,,-,0,,-,,27.34,,-,,-,-,,65.84,,0.93,,-,-,29t
,-,,760.85,-,1.23,2019-01-28 20:00:00,-,1.37,3,36,,39,,-,33,97,51,,0.00,66.48,,,-,0,,-,,26.98,,-,,-,-,,65.93,,0.89,,-,-,29t
,-,,761.29,-,1.23,2019-01-28 21:00:00,-,1.66,2,36,,38,,-,23,95,53,,0.00,69.32,,,-,0,,-,,26.47,,-,,-,-,,64.96,,0.38,,-,-,29t
,-,,761.51,-,1.09,2019-01-28 22:00:00,-,1.88,1,28,,29,,-,15,97,54,,0.00,74.99,,,-,0,,-,,25.12,,-,,-,-,,63.36,,0.19,,-,-,29t
,-,,761.32,-,1.03,2019-01-28 23:00:00,-,1.89,1,23,,23,,-,16,91,49,,0.00,75.43,,,-,0,,-,,24.64,,-,,-,-,,61.23,,0.53,,-,-,29t
,-,,760.99,-,0.90,2019-01-29 00:00:00,-,-,-,-,,-,,-,8,99,54,,0.00,77.51,,,-,-,,-,,24.20,,-,,-,-,,60.42,,0.53,,-,-,29t
,-,,760.73,-,0.86,2019-01-29 01:00:00,-,3.87,1,29,,30,,-,11,97,55,,0.00,78.75,,,-,6,,-,,23.94,,-,,-,-,,59.08,,0.41,,-,-,29t
,-,,760.24,-,0.76,2019-01-29 02:00:00,-,2.03,0,21,,22,,-,18,93,59,,0.00,78.77,,,-,3,,-,,23.72,,-,,-,-,,57.56,,0.61,,-,-,29t
,-,,759.92,-,0.73,2019-01-29 03:00:00,-,1.48,0,19,,19,,-,15,93,56,,0.00,82.17,,,-,3,,-,,22.92,,-,,-,-,,56.22,,0.28,,-,-,29t
,-,,759.66,-,0.80,2019-01-29 04:00:00,-,1.34,1,23,,23,,-,9,94,61,,0.00,83.28,,,-,4,,-,,22.44,,-,,-,-,,54.79,,0.37,,-,-,29t
,-,,759.86,-,0.91,2019-01-29 05:00:00,-,2.09,3,33,,36,,-,3,92,62,,0.00,79.23,,,-,4,,-,,22.57,,-,,-,-,,53.40,,0.29,,-,-,29t
,-,,760.46,-,1.55,2019-01-29 06:00:00,-,2.87,32,36,,69,,-,1,92,61,,0.00,74.98,,,-,3,,-,,22.44,,-,,-,-,,53.31,,0.38,,-,-,29t
,-,,761.06,-,1.76,2019-01-29 07:00:00,-,2.70,43,38,,81,,-,3,106,70,,0.00,67.67,,,-,5,,-,,23.43,,-,,-,-,,53.56,,0.61,,-,-,29t
,-,,761.55,-,1.27,2019-01-29 08:00:00,-,2.08,19,37,,56,,-,17,143,81,,0.00,52.93,,,-,6,,-,,27.04,,-,,-,-,,53.34,,0.97,,-,-,29t
,-,,761.74,-,0.77,2019-01-29 09:00:00,-,1.43,4,21,,25,,-,50,134,86,,0.00,39.18,,,-,4,,-,,30.01,,-,,-,-,,53.51,,1.68,,-,-,29t
,-,,761.47,-,0.57,2019-01-29 10:00:00,-,0.80,1,12,,13,,-,62,132,65,,0.00,33.57,,,-,2,,-,,31.62,,-,,-,-,,54.03,,1.50,,-,-,29t
,-,,760.64,-,0.54,2019-01-29 11:00:00,-,0.46,2,9,,10,,-,68,102,62,,0.00,31.13,,,-,2,,-,,32.82,,-,,-,-,,54.43,,1.20,,-,-,29t
,-,,759.76,-,-,2019-01-29 12:00:00,-,-,-,-,,-,,-,-,93,60,,0.00,34.15,,,-,-,,-,,32.70,,-,,-,-,,55.20,,2.68,,-,-,29t
,-,,758.99,-,0.58,2019-01-29 13:00:00,-,0.29,2,11,,14,,-,68,83,50,,0.00,37.21,,,-,4,,-,,31.71,,-,,-,-,,56.36,,3.54,,-,-,29t
,-,,758.47,-,0.58,2019-01-29 14:00:00,-,0.21,5,14,,18,,-,57,75,50,,0.00,38.73,,,-,8,,-,,31.32,,-,,-,-,,57.40,,3.35,,-,-,29t
,-,,758.23,-,0.63,2019-01-29 15:00:00,-,0.25,6,25,,31,,-,52,73,43,,0.00,39.32,,,-,19,,-,,31.35,,-,,-,-,,58.05,,3.06,,-,-,29t
,-,,758.63,-,0.70,2019-01-29 16:00:00,-,0.34,4,26,,30,,-,50,78,44,,0.00,42.32,,,-,22,,-,,30.43,,-,,-,-,,58.68,,2.95,,-,-,29t
,-,,759.10,-,0.81,2019-01-29 17:00:00,-,0.24,7,32,,39,,-,45,74,37,,0.00,41.87,,,-,11,,-,,29.99,,-,,-,-,,59.37,,2.12,,-,-,29t
,-,,759.60,-,0.68,2019-01-29 18:00:00,-,0.39,1,33,,34,,-,61,81,41,,0.00,46.41,,,-,14,,-,,29.09,,-,,-,-,,58.80,,1.16,,-,-,29t
,-,,760.22,-,1.19,2019-01-29 19:00:00,-,1.29,4,44,,48,,-,43,81,39,,0.00,51.71,,,-,5,,-,,28.30,,-,,-,-,,59.35,,0.74,,-,-,29t
,-,,760.66,-,1.42,2019-01-29 20:00:00,-,1.72,5,52,,57,,-,17,95,42,,0.00,58.20,,,-,5,,-,,27.07,,-,,-,-,,58.77,,0.44,,-,-,29t
,-,,761.08,-,1.49,2019-01-29 21:00:00,-,2.76,5,50,,56,,-,11,115,61,,0.00,62.07,,,-,4,,-,,26.49,,-,,-,-,,58.07,,0.23,,-,-,29t
,-,,761.39,-,1.35,2019-01-29 22:00:00,-,3.11,2,44,,46,,-,20,125,67,,0.00,65.76,,,-,4,,-,,25.90,,-,,-,-,,57.47,,0.25,,-,-,29t
,-,,761.21,-,1.22,2019-01-29 23:00:00,-,3.30,1,36,,36,,-,22,122,71,,0.00,67.18,,,-,3,,-,,25.43,,-,,-,-,,56.71,,0.76,,-,-,29t
,-,,761.07,-,1.02,2019-01-30 00:00:00,-,-,-,-,,-,,-,27,129,71,,0.00,68.56,,,-,-,,-,,25.01,,-,,-,-,,56.69,,0.74,,-,-,29t
,-,,760.83,-,0.93,2019-01-30 01:00:00,-,1.63,0,22,,22,,-,20,127,74,,0.00,71.60,,,-,4,,-,,24.66,,-,,-,-,,55.75,,0.56,,-,-,29t
,-,,760.17,-,0.84,2019-01-30 02:00:00,-,2.60,0,28,,29,,-,15,126,71,,0.00,69.95,,,-,5,,-,,24.47,,-,,-,-,,54.90,,0.78,,-,-,29t
,-,,760.03,-,0.78,2019-01-30 03:00:00,-,2.38,1,26,,27,,-,18,117,71,,0.00,68.25,,,-,5,,-,,24.60,,-,,-,-,,54.16,,0.68,,-,-,29t
,-,,760.22,-,0.90,2019-01-30 04:00:00,-,2.29,2,26,,29,,-,12,113,70,,0.00,72.96,,,-,4,,-,,24.41,,-,,-,-,,53.87,,0.38,,-,-,29t
,-,,760.47,-,0.97,2019-01-30 05:00:00,-,2.84,4,32,,37,,-,8,103,72,,0.00,72.36,,,-,6,,-,,24.75,,-,,-,-,,53.57,,0.66,,-,-,29t
,-,,761.10,-,1.25,2019-01-30 06:00:00,-,1.64,14,39,,52,,-,6,106,71,,0.00,72.67,,,-,8,,-,,24.75,,-,,-,-,,53.40,,0.56,,-,-,29t
,-,,761.67,-,1.62,2019-01-30 07:00:00,-,1.41,35,42,,76,,-,2,110,67,,0.00,73.06,,,-,6,,-,,25.11,,-,,-,-,,52.88,,0.50,,-,-,29t
,-,,762.06,-,1.33,2019-01-30 08:00:00,-,1.50,22,38,,59,,-,11,137,82,,0.00,65.60,,,-,7,,-,,27.66,,-,,-,-,,52.59,,0.89,,-,-,29t
,-,,762.35,-,0.82,2019-01-30 09:00:00,-,0.83,7,20,,27,,-,34,142,82,,0.00,64.43,,,-,5,,-,,29.86,,-,,-,-,,53.40,,1.70,,-,-,29t
,-,,762.20,-,0.62,2019-01-30 10:00:00,-,0.46,2,8,,10,,-,45,131,77,,0.00,59.38,,,-,2,,-,,30.85,,-,,-,-,,54.23,,2.41,,-,-,29t
,-,,761.64,-,-,2019-01-30 11:00:00,-,-,-,-,,-,,-,-,93,65,,0.00,58.59,,,-,-,,-,,31.26,,-,,-,-,,55.03,,3.10,,-,-,29t
,-,,760.69,-,0.48,2019-01-30 12:00:00,-,0.52,23,29,,51,,-,30,87,46,,0.00,58.20,,,-,21,,-,,31.47,,-,,-,-,,55.82,,3.13,,-,-,29t
,-,,759.39,-,0.40,2019-01-30 13:00:00,-,0.31,7,19,,25,,-,38,81,42,,0.00,59.35,,,-,11,,-,,31.41,,-,,-,-,,56.63,,3.36,,-,-,29t
,-,,758.31,-,-,2019-01-30 14:00:00,-,-,-,-,,-,,-,-,83,37,,0.00,61.64,,,-,-,,-,,31.02,,-,,-,-,,57.39,,3.58,,-,-,29t
,-,,757.71,-,-,2019-01-30 15:00:00,-,-,-,-,,-,,-,19,82,41,,0.00,64.89,,,-,-,,-,,30.35,,-,,-,-,,69.70,,2.84,,-,-,29t
,-,,757.81,-,0.43,2019-01-30 16:00:00,-,0.23,21,39,,60,,-,13,81,42,,1.40,65.73,,,-,29,,-,,29.88,,-,,-,-,,137.77,,2.59,,-,-,29t
,-,,758.59,-,0.48,2019-01-30 17:00:00,-,0.29,26,35,,61,,-,14,78,42,,0.00,70.55,,,-,22,,-,,28.96,,-,,-,-,,153.31,,2.18,,-,-,29t
,-,,759.27,-,0.67,2019-01-30 18:00:00,-,0.46,11,34,,45,,-,14,80,38,,0.00,71.83,,,-,27,,-,,28.39,,-,,-,-,,162.47,,1.52,,-,-,29t
,-,,759.84,-,-,2019-01-30 19:00:00,-,0.63,2,22,,24,,-,29,84,39,,0.00,69.10,,,-,9,,-,,28.41,,-,,-,-,,175.72,,1.19,,-,-,29t
,-,,760.34,-,-,2019-01-30 20:00:00,-,1.19,4,25,,29,,-,20,82,32,,0.00,72.59,,,-,4,,-,,28.02,,-,,-,-,,170.35,,0.62,,-,-,29t
,-,,760.89,-,-,2019-01-30 21:00:00,-,1.80,3,27,,30,,-,21,80,36,,0.00,77.75,,,-,2,,-,,27.24,,-,,-,-,,159.85,,0.53,,-,-,29t
,-,,761.27,-,-,2019-01-30 22:00:00,-,2.08,4,25,,29,,-,13,88,41,,0.00,79.98,,,-,1,,-,,26.75,,-,,-,-,,151.89,,0.31,,-,-,29t
,-,,761.42,-,-,2019-01-30 23:00:00,-,2.02,3,21,,24,,-,14,89,46,,0.00,81.93,,,-,1,,-,,26.33,,-,,-,-,,143.73,,0.57,,-,-,29t
,-,,761.35,-,-,2019-01-31 00:00:00,-,-,-,-,,-,,-,9,100,54,,0.00,84.15,,,-,-,,-,,25.97,,-,,-,-,,118.89,,0.57,,-,-,29t
,-,,760.73,-,-,2019-01-31 01:00:00,-,2.44,2,18,,20,,-,8,95,53,,0.00,85.59,,,-,1,,-,,25.82,,-,,-,-,,116.44,,0.34,,-,-,29t
,-,,760.39,-,-,2019-01-31 02:00:00,-,3.68,0,16,,16,,-,10,87,56,,0.00,83.84,,,-,2,,-,,26.36,,-,,-,-,,112.73,,0.43,,-,-,29t
,-,,759.92,-,-,2019-01-31 03:00:00,-,3.47,1,17,,18,,-,13,90,52,,0.00,82.58,,,-,2,,-,,26.70,,-,,-,-,,109.83,,0.61,,-,-,29t
,-,,759.99,-,-,2019-01-31 04:00:00,-,2.24,0,12,,12,,-,19,95,50,,0.00,82.51,,,-,2,,-,,26.86,,-,,-,-,,107.96,,0.61,,-,-,29t
,-,,760.40,-,-,2019-01-31 05:00:00,-,2.28,2,18,,20,,-,7,84,49,,0.00,86.76,,,-,2,,-,,25.91,,-,,-,-,,105.32,,0.84,,-,-,29t
,-,,761.02,-,-,2019-01-31 06:00:00,-,2.37,13,24,,37,,-,3,82,54,,0.00,86.57,,,-,2,,-,,25.80,,-,,-,-,,103.31,,0.57,,-,-,29t
,-,,761.68,-,-,2019-01-31 07:00:00,-,2.37,14,25,,39,,-,3,97,50,,0.00,82.99,,,-,3,,-,,26.47,,-,,-,-,,100.19,,1.01,,-,-,29t
,-,,762.20,-,-,2019-01-31 08:00:00,-,2.20,8,26,,35,,-,7,107,61,,0.00,78.28,,,-,2,,-,,27.67,,-,,-,-,,96.89,,1.17,,-,-,29t
,-,,762.40,-,-,2019-01-31 09:00:00,-,1.87,3,15,,18,,-,21,107,65,,0.00,69.20,,,-,2,,-,,29.30,,-,,-,-,,94.08,,1.03,,-,-,29t
,-,,762.09,-,-,2019-01-31 10:00:00,-,-,-,-,,-,,-,-,96,55,,0.00,60.92,,,-,-,,-,,30.80,,-,,-,-,,92.20,,0.74,,-,-,29t
,-,,761.46,-,-,2019-01-31 11:00:00,-,2.01,9,22,,30,,-,43,82,48,,0.00,61.92,,,-,12,,-,,30.87,,-,,-,-,,92.90,,1.27,,-,-,29t
,-,,760.09,-,-,2019-01-31 12:00:00,-,1.45,10,32,,42,,-,25,83,55,,0.00,65.17,,,-,31,,-,,31.26,,-,,-,-,,95.84,,2.55,,-,-,29t
,-,,759.11,-,-,2019-01-31 13:00:00,-,1.36,4,17,,21,,-,30,81,45,,0.00,66.47,,,-,14,,-,,30.99,,-,,-,-,,98.63,,3.39,,-,-,29t
,-,,758.55,-,-,2019-01-31 14:00:00,-,1.19,2,17,,19,,-,35,83,43,,0.00,70.63,,,-,11,,-,,29.92,,-,,-,-,,101.23,,3.67,,-,-,29t
,-,,758.18,-,-,2019-01-31 15:00:00,-,1.51,4,24,,27,,-,29,69,39,,0.00,72.20,,,-,20,,-,,29.69,,-,,-,-,,104.15,,2.63,,-,-,29t
,-,,758.18,-,-,2019-01-31 16:00:00,-,1.22,6,27,,33,,-,23,72,40,,0.00,70.48,,,-,34,,-,,29.66,,-,,-,-,,107.21,,2.89,,-,-,29t
,-,,-,-,-,2019-01-31 17:00:00,-,-,-,-,,-,,-,-,-,-,,-,-,,,-,-,,-,,-,,-,,-,-,,-,,-,,-,-,29t
,-,,-,-,-,2019-01-31 18:00:00,-,-,-,-,,-,,-,-,-,-,,-,-,,,-,-,,-,,-,,-,,-,-,,-,,-,,-,-,29t
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29t
,,,-,-,1.17,2019-01-01 00:00:00,,,-,-,,-,,-46.51,53,17,-,,,59.46,0.00,20.33,,3,,0.00,,,,-,-,,,23.88,14.27,,2.16,,,,30t
,,,-,-,1.17,2019-01-01 01:00:00,,,-,-,,-,,-47.34,54,18,-,,,57.15,0.00,21.17,,2,,0.00,,,,-,-,,,23.70,18.08,,1.98,,,,30t
,,,-,-,1.19,2019-01-01 02:00:00,,,-,-,,-,,-50.80,52,21,-,,,58.44,0.00,23.53,,3,,0.00,,,,-,-,,,23.18,0.99,,1.90,,,,30t
,,,-,-,1.15,2019-01-01 03:00:00,,,-,-,,-,,-48.55,52,23,-,,,60.92,0.00,23.16,,3,,0.00,,,,-,-,,,22.45,14.40,,1.71,,,,30t
,,,-,-,1.18,2019-01-01 04:00:00,,,-,-,,-,,-49.80,50,23,-,,,62.67,0.00,23.80,,3,,0.00,,,,-,-,,,21.95,3.61,,1.54,,,,30t
,,,-,-,1.17,2019-01-01 05:00:00,,,-,-,,-,,-48.38,50,21,-,,,63.82,0.00,23.80,,3,,0.00,,,,-,-,,,21.32,0.92,,1.93,,,,30t
,,,-,-,1.20,2019-01-01 06:00:00,,,-,-,,-,,-40.62,49,18,-,,,63.31,0.00,23.47,,3,,3.62,,,,-,-,,,21.04,358.44,,2.50,,,,30t
,,,-,-,1.21,2019-01-01 07:00:00,,,-,-,,-,,39.03,48,21,-,,,61.91,0.00,24.41,,2,,65.42,,,,-,-,,,21.30,0.05,,2.19,,,,30t
,,,-,-,1.21,2019-01-01 08:00:00,,,-,-,,-,,201.59,49,26,-,,,57.73,0.00,27.06,,2,,224.59,,,,-,-,,,22.60,3.50,,2.26,,,,30t
,,,-,-,1.17,2019-01-01 09:00:00,,,-,-,,-,,358.52,52,28,-,,,51.34,0.00,23.91,,2,,411.85,,,,-,-,,,24.52,10.45,,3.07,,,,30t
,,,-,-,1.13,2019-01-01 10:00:00,,,-,-,,-,,474.68,53,26,-,,,48.78,0.00,24.53,,2,,569.37,,,,-,-,,,25.41,16.44,,3.01,,,,30t
,,,-,-,1.13,2019-01-01 11:00:00,,,-,-,,-,,569.14,54,21,-,,,42.11,0.00,28.03,,2,,706.18,,,,-,-,,,27.66,32.33,,3.15,,,,30t
,,,-,-,1.09,2019-01-01 12:00:00,,,-,-,,-,,527.33,56,14,-,,,39.93,0.00,31.99,,2,,671.42,,,,-,-,,,28.67,21.16,,2.68,,,,30t
,,,-,-,1.09,2019-01-01 13:00:00,,,-,-,,-,,565.98,59,12,-,,,38.48,0.00,25.81,,2,,722.65,,,,-,-,,,29.69,1.16,,2.99,,,,30t
,,,-,-,1.09,2019-01-01 14:00:00,,,-,-,,-,,442.98,60,15,-,,,36.77,0.00,22.72,,2,,590.76,,,,-,-,,,30.24,350.97,,3.51,,,,30t
,,,-,-,1.07,2019-01-01 15:00:00,,,-,-,,-,,236.05,60,21,-,,,37.24,0.00,24.24,,2,,341.21,,,,-,-,,,29.86,1.70,,3.30,,,,30t
,,,-,-,-,2019-01-01 16:00:00,,,-,-,,-,,92.81,-,20,-,,,39.30,0.00,23.43,,-,,175.53,,,,-,-,,,29.05,5.42,,3.07,,,,30t
,,,-,-,1.26,2019-01-01 17:00:00,,,-,-,,-,,-16.93,54,16,-,,,43.38,0.00,24.45,,2,,39.32,,,,-,-,,,28.17,11.16,,2.31,,,,30t
,,,-,-,1.27,2019-01-01 18:00:00,,,-,-,,-,,-55.51,50,14,-,,,46.69,0.00,23.77,,2,,0.00,,,,-,-,,,26.84,4.27,,1.91,,,,30t
,,,-,-,1.21,2019-01-01 19:00:00,,,-,-,,-,,-56.92,49,20,-,,,49.93,0.00,23.48,,2,,0.00,,,,-,-,,,25.80,1.29,,2.07,,,,30t
,,,-,-,1.23,2019-01-01 20:00:00,,,-,-,,-,,-54.17,48,25,-,,,52.40,0.00,22.89,,2,,0.00,,,,-,-,,,25.07,2.10,,1.85,,,,30t
,,,-,-,1.19,2019-01-01 21:00:00,,,-,-,,-,,-53.00,50,29,-,,,54.97,0.00,20.43,,2,,0.00,,,,-,-,,,24.49,7.47,,1.87,,,,30t
,,,-,-,1.21,2019-01-01 22:00:00,,,-,-,,-,,-49.05,50,34,-,,,57.99,0.00,21.31,,3,,0.00,,,,-,-,,,23.82,11.86,,1.83,,,,30t
,,,-,-,1.21,2019-01-01 23:00:00,,,-,-,,-,,-50.33,49,35,-,,,59.90,0.00,25.10,,2,,0.00,,,,-,-,,,23.29,9.07,,1.11,,,,30t
,,,-,-,1.16,2019-01-02 00:00:00,,,-,-,,-,,-48.28,50,27,-,,,56.66,0.00,24.21,,3,,0.00,,,,-,-,,,23.59,0.33,,1.48,,,,30t
,,,-,-,1.14,2019-01-02 01:00:00,,,-,-,,-,,-49.42,52,22,-,,,56.55,0.00,23.19,,2,,0.00,,,,-,-,,,23.33,5.76,,1.33,,,,30t
,,,-,-,1.12,2019-01-02 02:00:00,,,-,-,,-,,-50.95,51,25,-,,,58.93,0.00,21.95,,2,,0.00,,,,-,-,,,22.74,353.89,,1.32,,,,30t
,,,-,-,1.11,2019-01-02 03:00:00,,,-,-,,-,,-49.47,51,25,-,,,60.68,0.00,22.02,,3,,0.00,,,,-,-,,,22.36,352.84,,1.59,,,,30t
,,,-,-,1.13,2019-01-02 04:00:00,,,-,-,,-,,-56.66,50,25,-,,,62.23,0.00,21.20,,3,,0.00,,,,-,-,,,21.88,354.53,,1.28,,,,30t
,,,-,-,1.14,2019-01-02 05:00:00,,,-,-,,-,,-52.96,48,23,-,,,65.42,0.00,22.64,,2,,0.00,,,,-,-,,,21.12,339.37,,1.55,,,,30t
,,,-,-,1.18,2019-01-02 06:00:00,,,-,-,,-,,-50.72,46,25,-,,,62.60,0.00,20.12,,3,,1.70,,,,-,-,,,21.35,352.67,,2.41,,,,30t
,,,-,-,1.25,2019-01-02 07:00:00,,,-,-,,-,,47.09,44,32,-,,,61.06,0.00,22.21,,3,,58.22,,,,-,-,,,21.82,358.31,,2.48,,,,30t
,,,-,-,1.20,2019-01-02 08:00:00,,,-,-,,-,,226.16,50,36,-,,,56.85,0.00,24.45,,2,,238.59,,,,-,-,,,23.19,9.28,,2.97,,,,30t
,,,-,-,1.16,2019-01-02 09:00:00,,,-,-,,-,,342.39,53,35,-,,,51.80,0.00,25.47,,2,,399.95,,,,-,-,,,24.51,17.33,,3.07,,,,30t
,,,-,-,1.09,2019-01-02 10:00:00,,,-,-,,-,,508.12,54,29,-,,,47.62,0.00,25.40,,2,,607.14,,,,-,-,,,25.72,16.49,,3.01,,,,30t
,,,-,-,1.08,2019-01-02 11:00:00,,,-,-,,-,,661.14,57,28,-,,,44.54,0.00,29.20,,2,,785.63,,,,-,-,,,27.35,4.70,,2.72,,,,30t
,,,-,-,1.10,2019-01-02 12:00:00,,,-,-,,-,,655.95,60,22,-,,,41.01,0.00,32.01,,2,,803.27,,,,-,-,,,29.25,358.68,,2.62,,,,30t
,,,-,-,1.08,2019-01-02 13:00:00,,,-,-,,-,,594.79,62,20,-,,,37.78,0.00,28.44,,2,,761.11,,,,-,-,,,30.47,356.76,,2.78,,,,30t
,,,-,-,1.06,2019-01-02 14:00:00,,,-,-,,-,,495.86,61,20,-,,,35.76,0.00,28.15,,2,,657.53,,,,-,-,,,31.17,1.60,,2.85,,,,30t
,,,-,-,1.04,2019-01-02 15:00:00,,,-,-,,-,,214.67,62,21,-,,,36.14,0.00,27.18,,2,,322.04,,,,-,-,,,30.62,2.80,,2.97,,,,30t
,,,-,-,1.04,2019-01-02 16:00:00,,,-,-,,-,,61.86,63,21,-,,,37.73,0.00,28.36,,2,,147.87,,,,-,-,,,29.94,356.45,,2.12,,,,30t
,,,-,-,-,2019-01-02 17:00:00,,,-,-,,-,,-23.92,-,20,-,,,41.19,0.00,25.95,,-,,32.62,,,,-,-,,,29.02,359.56,,1.67,,,,30t
,,,-,-,1.41,2019-01-02 18:00:00,,,-,-,,-,,-58.02,44,19,-,,,46.66,0.00,23.33,,2,,0.00,,,,-,-,,,27.67,14.16,,1.18,,,,30t
,,,-,-,1.43,2019-01-02 19:00:00,,,-,-,,-,,-45.90,43,26,-,,,48.74,0.00,22.88,,2,,0.00,,,,-,-,,,26.93,26.39,,1.41,,,,30t
,,,-,-,1.28,2019-01-02 20:00:00,,,-,-,,-,,-49.68,46,33,-,,,50.97,0.00,21.34,,2,,0.00,,,,-,-,,,26.09,7.98,,1.46,,,,30t
,,,-,-,1.17,2019-01-02 21:00:00,,,-,-,,-,,-52.65,51,33,-,,,48.93,0.00,24.05,,2,,0.00,,,,-,-,,,25.86,23.10,,1.71,,,,30t
,,,-,-,1.19,2019-01-02 22:00:00,,,-,-,,-,,-54.35,48,28,-,,,53.43,0.00,27.76,,2,,0.00,,,,-,-,,,24.97,350.93,,1.30,,,,30t
,,,-,-,1.26,2019-01-02 23:00:00,,,-,-,,-,,-45.28,42,26,-,,,60.83,0.00,26.64,,2,,0.00,,,,-,-,,,23.67,326.10,,1.11,,,,30t
,,,-,-,1.24,2019-01-03 00:00:00,,,-,-,,-,,-46.17,41,30,-,,,63.84,0.00,20.16,,2,,0.00,,,,-,-,,,23.05,327.43,,1.30,,,,30t
,,,-,-,1.16,2019-01-03 01:00:00,,,-,-,,-,,-45.77,52,36,-,,,56.63,0.00,26.94,,2,,0.00,,,,-,-,,,23.63,355.50,,1.61,,,,30t
,,,-,-,1.15,2019-01-03 02:00:00,,,-,-,,-,,-48.85,52,40,-,,,56.25,0.00,21.17,,2,,0.00,,,,-,-,,,23.43,0.82,,1.78,,,,30t
,,,-,-,1.14,2019-01-03 03:00:00,,,-,-,,-,,-51.10,52,42,-,,,57.71,0.00,21.96,,2,,0.00,,,,-,-,,,23.05,6.73,,1.64,,,,30t
,,,-,-,1.20,2019-01-03 04:00:00,,,-,-,,-,,-25.93,49,40,-,,,61.33,0.00,21.43,,2,,0.00,,,,-,-,,,22.51,355.42,,2.00,,,,30t
,,,-,-,1.23,2019-01-03 05:00:00,,,-,-,,-,,-19.93,48,38,-,,,58.58,0.00,25.51,,3,,0.00,,,,-,-,,,22.97,346.55,,1.71,,,,30t
,,,-,-,1.25,2019-01-03 06:00:00,,,-,-,,-,,-14.90,47,37,-,,,57.77,0.00,24.14,,2,,2.04,,,,-,-,,,23.16,6.03,,1.89,,,,30t
,,,-,-,1.30,2019-01-03 07:00:00,,,-,-,,-,,27.91,43,41,-,,,57.64,0.00,21.87,,2,,57.21,,,,-,-,,,23.25,355.41,,2.34,,,,30t
,,,-,-,1.27,2019-01-03 08:00:00,,,-,-,,-,,287.98,48,46,-,,,52.97,0.00,23.52,,3,,292.09,,,,-,-,,,24.91,358.96,,3.02,,,,30t
,,,-,-,1.17,2019-01-03 09:00:00,,,-,-,,-,,343.49,54,43,-,,,47.21,0.00,24.74,,2,,392.18,,,,-,-,,,26.35,6.87,,3.31,,,,30t
,,,-,-,1.11,2019-01-03 10:00:00,,,-,-,,-,,317.53,57,38,-,,,42.13,0.00,23.30,,2,,388.14,,,,-,-,,,27.54,10.48,,3.29,,,,30t
